1,FiveOClockBot,9.0007,RandomBot,6.0012,ArsenalBot,8.9981
2,BrattyKidBot,6.1903,RandomBot,11.6266,FiveOClockBot,6.1831
3,ChampBot,7.8234,RandomBot,8.3121,FiveOClockBot,7.8645
4,ChampBot2,7.6507,RandomBot,8.7139,FiveOClockBot,7.6354
5,CoordinateBot,8.9029,RandomBot,6.2354,FiveOClockBot,8.8617
6,DickinsonBaldiniBot,8.6782,RandomBot,6.5916,FiveOClockBot,8.7302
7,EABot,8.992,RandomBot,6.0,FiveOClockBot,9.008
8,EASquared,8.7678,RandomBot,6.5399,FiveOClockBot,8.6923
9,FiveOClockBot,8.3919,RandomBot,7.2,EASquaredBeater,8.4081
10,RandomBot,6.0009,FollowerBot,9.0207,FiveOClockBot,8.9784
11,FunBot,8.288,RandomBot,7.3252,FiveOClockBot,8.3868
12,JoseZiBot2,8.1652,RandomBot,7.6211,FiveOClockBot,8.2137
13,JoseZiBotDef,8.0569,RandomBot,7.8421,FiveOClockBot,8.101
14,RollAgent,7.974,RandomBot,7.9889,FiveOClockBot,8.0371
15,SpongeBot,8.9868,RandomBot,6.0,FiveOClockBot,9.0132
16,SquidBot,8.9999,RandomBot,6.0,FiveOClockBot,9.0001
17,StickBot,8.2249,RandomBot,7.5087,FiveOClockBot,8.2664
18,StickySmartBot,8.415,RandomBot,7.1438,FiveOClockBot,8.4412
19,Strategist,8.9956,RandomBot,6.0,FiveOClockBot,9.0044
20,VeryRandomBot,7.9917,RandomBot,7.989,FiveOClockBot,8.0193
21,BrattyKidBot,6.0005,FiveOClockBot,6.0083,ArsenalBot,11.9912
22,ChampBot,6.0005,FiveOClockBot,8.8341,ArsenalBot,9.1654
23,ChampBot2,6.0,FiveOClockBot,9.1692,ArsenalBot,8.8308
24,CoordinateBot,6.0005,FiveOClockBot,10.9995,ArsenalBot,7.0
25,DickinsonBaldiniBot,6.0005,FiveOClockBot,9.9999,ArsenalBot,7.9996
26,FiveOClockBot,8.0003,EABot,6.0005,ArsenalBot,9.9992
27,FiveOClockBot,6.002,EASquared,6.0005,ArsenalBot,11.9975
28,EASquaredBeater,6.0005,FiveOClockBot,10.0,ArsenalBot,7.9995
29,FiveOClockBot,11.9999,FollowerBot,6.0,ArsenalBot,6.0001
30,FunBot,6.0005,FiveOClockBot,10.0003,ArsenalBot,7.9992
31,FiveOClockBot,9.1195,JoseZiBot2,6.0005,ArsenalBot,8.88
32,JoseZiBotDef,6.0005,FiveOClockBot,8.9197,ArsenalBot,9.0798
33,RollAgent,6.0,FiveOClockBot,10.9996,ArsenalBot,7.0004
34,SpongeBot,6.0,FiveOClockBot,12.0,ArsenalBot,6.0
35,SquidBot,6.0,FiveOClockBot,12.0,ArsenalBot,6.0
36,FiveOClockBot,8.8248,StickBot,6.0005,ArsenalBot,9.1747
37,FiveOClockBot,9.0004,StickySmartBot,6.0,ArsenalBot,8.9996
38,FiveOClockBot,11.9995,Strategist,6.0005,ArsenalBot,6.0
39,FiveOClockBot,8.9978,VeryRandomBot,6.0005,ArsenalBot,9.0017
40,ChampBot,10.999,BrattyKidBot,6.5062,FiveOClockBot,6.4948
41,BrattyKidBot,6.9333,ChampBot2,10.1306,FiveOClockBot,6.9361
42,CoordinateBot,8.0,BrattyKidBot,9.9975,FiveOClockBot,6.0025
43,BrattyKidBot,6.0,DickinsonBaldiniBot,6.0078,FiveOClockBot,11.9922
44,BrattyKidBot,11.0,EABot,4.0,FiveOClockBot,9.0
45,BrattyKidBot,9.9975,EASquared,8.0,FiveOClockBot,6.0025
46,BrattyKidBot,10.9982,FiveOClockBot,5.0018,EASquaredBeater,8.0
47,BrattyKidBot,10.0001,FollowerBot,8.0,FiveOClockBot,5.9999
48,FunBot,6.3806,BrattyKidBot,8.0,FiveOClockBot,9.6194
49,BrattyKidBot,9.96,JoseZiBot2,6.4,FiveOClockBot,7.64
50,BrattyKidBot,5.4,JoseZiBotDef,7.68,FiveOClockBot,10.92
51,BrattyKidBot,5.0006,RollAgent,8.0,FiveOClockBot,10.9994
52,SpongeBot,6.008,BrattyKidBot,6.0005,FiveOClockBot,11.9915
53,BrattyKidBot,6.0005,SquidBot,6.008,FiveOClockBot,11.9915
54,BrattyKidBot,9.0,StickBot,8.0,FiveOClockBot,7.0
55,BrattyKidBot,8.9955,StickySmartBot,6.008,FiveOClockBot,8.9965
56,BrattyKidBot,6.0,Strategist,6.0078,FiveOClockBot,11.9922
57,BrattyKidBot,7.7546,VeryRandomBot,8.5416,FiveOClockBot,7.7038
58,ChampBot,8.3917,ChampBot2,7.8436,FiveOClockBot,7.7647
59,ChampBot,6.4548,CoordinateBot,9.0096,FiveOClockBot,8.5356
60,ChampBot,6.0,DickinsonBaldiniBot,9.1173,FiveOClockBot,8.8827
61,ChampBot,6.3757,EABot,9.1566,FiveOClockBot,8.4677
62,ChampBot,6.7586,EASquared,8.7171,FiveOClockBot,8.5243
63,ChampBot,6.7523,FiveOClockBot,8.0943,EASquaredBeater,9.1534
64,ChampBot,6.0008,FollowerBot,9.1135,FiveOClockBot,8.8857
65,ChampBot,7.1408,FunBot,8.4016,FiveOClockBot,8.4576
66,ChampBot,6.6109,JoseZiBot2,8.9269,FiveOClockBot,8.4622
67,ChampBot,7.1301,JoseZiBotDef,8.4105,FiveOClockBot,8.4594
68,ChampBot,7.9924,RollAgent,8.3226,FiveOClockBot,7.685
69,ChampBot,6.0005,SpongeBot,9.1314,FiveOClockBot,8.8681
70,ChampBot,6.0005,SquidBot,9.1295,FiveOClockBot,8.87
71,ChampBot,6.3666,StickBot,9.154,FiveOClockBot,8.4794
72,ChampBot,7.1894,StickySmartBot,8.605,FiveOClockBot,8.2056
73,ChampBot,6.0,Strategist,9.1278,FiveOClockBot,8.8722
74,ChampBot,7.8762,VeryRandomBot,8.2758,FiveOClockBot,7.848
75,CoordinateBot,8.5926,ChampBot2,6.8288,FiveOClockBot,8.5786
76,DickinsonBaldiniBot,7.4984,ChampBot2,7.5062,FiveOClockBot,8.9954
77,ChampBot2,8.639,EABot,6.5282,FiveOClockBot,8.8328
78,ChampBot2,7.1183,EASquared,8.493,FiveOClockBot,8.3887
79,ChampBot2,8.6741,FiveOClockBot,8.5098,EASquaredBeater,6.8161
80,ChampBot2,6.0001,FollowerBot,9.141,FiveOClockBot,8.8589
81,FunBot,8.1227,ChampBot2,7.0772,FiveOClockBot,8.8001
82,ChampBot2,6.8425,JoseZiBot2,8.3122,FiveOClockBot,8.8453
83,JoseZiBotDef,8.0847,ChampBot2,7.0426,FiveOClockBot,8.8727
84,RollAgent,7.7484,ChampBot2,7.7338,FiveOClockBot,8.5178
85,SpongeBot,9.1361,ChampBot2,6.0,FiveOClockBot,8.8639
86,SquidBot,9.1463,ChampBot2,6.0,FiveOClockBot,8.8537
87,ChampBot2,6.5269,StickBot,8.6341,FiveOClockBot,8.839
88,ChampBot2,7.3096,StickySmartBot,8.3316,FiveOClockBot,8.3588
89,ChampBot2,6.0,Strategist,9.1193,FiveOClockBot,8.8807
90,ChampBot2,7.9986,VeryRandomBot,8.0034,FiveOClockBot,7.998
91,CoordinateBot,9.0,DickinsonBaldiniBot,7.0,FiveOClockBot,8.0
92,CoordinateBot,9.0,EABot,7.0,FiveOClockBot,8.0
93,CoordinateBot,11.9964,EASquared,6.0,FiveOClockBot,6.0036
94,CoordinateBot,7.9987,FiveOClockBot,10.0013,EASquaredBeater,6.0
95,CoordinateBot,11.0,FollowerBot,7.0,FiveOClockBot,6.0
96,CoordinateBot,8.0,FunBot,6.0313,FiveOClockBot,9.9687
97,CoordinateBot,9.8,JoseZiBot2,5.9203,FiveOClockBot,8.2797
98,CoordinateBot,9.44,JoseZiBotDef,6.0005,FiveOClockBot,8.5595
99,CoordinateBot,7.0019,RollAgent,6.0024,FiveOClockBot,10.9957
100,CoordinateBot,11.9057,SpongeBot,6.048,FiveOClockBot,6.0463
101,CoordinateBot,6.0005,SquidBot,7.0319,FiveOClockBot,10.9676
102,CoordinateBot,9.1749,StickBot,6.0005,FiveOClockBot,8.8246
103,CoordinateBot,8.9997,StickySmartBot,6.0005,FiveOClockBot,8.9998
104,CoordinateBot,6.0,Strategist,7.0,FiveOClockBot,11.0
105,CoordinateBot,8.9852,VeryRandomBot,6.0001,FiveOClockBot,9.0147
106,DickinsonBaldiniBot,8.0,EABot,10.0,FiveOClockBot,6.0
107,DickinsonBaldiniBot,6.0003,EASquared,9.9998,FiveOClockBot,7.9999
108,DickinsonBaldiniBot,7.9994,FiveOClockBot,9.0002,EASquaredBeater,7.0004
109,DickinsonBaldiniBot,6.0005,FollowerBot,9.9988,FiveOClockBot,8.0007
110,FunBot,8.0,DickinsonBaldiniBot,8.0,FiveOClockBot,8.0
111,DickinsonBaldiniBot,8.0,JoseZiBot2,10.0,FiveOClockBot,6.0
112,JoseZiBotDef,11.0,DickinsonBaldiniBot,8.0,FiveOClockBot,5.0
113,RollAgent,6.9998,DickinsonBaldiniBot,6.0006,FiveOClockBot,10.9996
114,SpongeBot,6.02,DickinsonBaldiniBot,11.9405,FiveOClockBot,6.0395
115,SquidBot,7.0,DickinsonBaldiniBot,6.0005,FiveOClockBot,10.9995
116,DickinsonBaldiniBot,9.1832,StickBot,6.0006,FiveOClockBot,8.8162
117,DickinsonBaldiniBot,8.9999,StickySmartBot,6.0006,FiveOClockBot,8.9995
118,DickinsonBaldiniBot,6.0,Strategist,8.0,FiveOClockBot,10.0
119,DickinsonBaldiniBot,8.698,VeryRandomBot,6.5869,FiveOClockBot,8.7151
120,EASquared,7.0005,EABot,6.002,FiveOClockBot,10.9975
121,FiveOClockBot,8.0003,EABot,7.9997,EASquaredBeater,8.0
122,EABot,11.0,FollowerBot,6.9998,FiveOClockBot,6.0002
123,FunBot,11.0,EABot,4.0,FiveOClockBot,9.0
124,JoseZiBot2,5.8,EABot,9.0,FiveOClockBot,9.2
125,JoseZiBotDef,10.0,EABot,8.0,FiveOClockBot,6.0
126,RollAgent,8.0,EABot,5.0006,FiveOClockBot,10.9994
127,SpongeBot,6.0196,EABot,11.9405,FiveOClockBot,6.0399
128,SquidBot,10.9995,EABot,6.0,FiveOClockBot,7.0005
129,StickBot,10.9835,EABot,10.9808,FiveOClockBot,2.0357
130,EABot,8.0001,StickySmartBot,7.9996,FiveOClockBot,8.0003
131,Strategist,10.0,EABot,6.0,FiveOClockBot,8.0
132,EABot,8.6672,VeryRandomBot,6.6748,FiveOClockBot,8.658
133,FiveOClockBot,10.0013,EASquared,7.9987,EASquaredBeater,6.0
134,EASquared,11.0,FollowerBot,7.0,FiveOClockBot,6.0
135,FunBot,6.0101,EASquared,8.0,FiveOClockBot,9.9899
136,JoseZiBot2,6.0005,EASquared,9.4,FiveOClockBot,8.5995
137,JoseZiBotDef,6.0005,EASquared,8.52,FiveOClockBot,9.4795
138,RollAgent,6.0005,EASquared,6.9999,FiveOClockBot,10.9996
139,SpongeBot,6.0005,EASquared,6.0005,FiveOClockBot,11.999
140,SquidBot,6.0005,EASquared,6.0005,FiveOClockBot,11.999
141,StickBot,6.0033,EASquared,9.1836,FiveOClockBot,8.8131
142,EASquared,8.9997,StickySmartBot,6.0005,FiveOClockBot,8.9998
143,Strategist,6.0005,EASquared,6.0,FiveOClockBot,11.9995
144,EASquared,8.992,VeryRandomBot,6.0002,FiveOClockBot,9.0078
145,FiveOClockBot,5.9999,FollowerBot,7.9997,EASquaredBeater,10.0004
146,FunBot,7.9997,FiveOClockBot,8.0003,EASquaredBeater,8.0
147,FiveOClockBot,5.0018,JoseZiBot2,10.9982,EASquaredBeater,8.0
148,JoseZiBotDef,7.9997,FiveOClockBot,5.0003,EASquaredBeater,11.0
149,RollAgent,7.7498,FiveOClockBot,7.2509,EASquaredBeater,8.9993
150,SpongeBot,6.0197,FiveOClockBot,6.0398,EASquaredBeater,11.9405
151,SquidBot,7.9997,FiveOClockBot,9.9998,EASquaredBeater,6.0005
152,FiveOClockBot,9.0003,StickBot,7.9997,EASquaredBeater,7.0
153,FiveOClockBot,9.9993,StickySmartBot,7.9997,EASquaredBeater,6.001
154,FiveOClockBot,10.0003,Strategist,7.9997,EASquaredBeater,6.0
155,FiveOClockBot,8.3701,VeryRandomBot,7.237,EASquaredBeater,8.3929
156,FunBot,6.0005,FollowerBot,7.9992,FiveOClockBot,10.0003
157,JoseZiBot2,6.0005,FollowerBot,8.84,FiveOClockBot,9.1595
158,JoseZiBotDef,6.0,FollowerBot,9.48,FiveOClockBot,8.52
159,RollAgent,6.0,FollowerBot,7.0004,FiveOClockBot,10.9996
160,SpongeBot,6.0,FollowerBot,6.0,FiveOClockBot,12.0
161,SquidBot,6.0,FollowerBot,6.0,FiveOClockBot,12.0
162,StickBot,6.0005,FollowerBot,9.1828,FiveOClockBot,8.8167
163,StickySmartBot,6.0005,FollowerBot,8.9995,FiveOClockBot,9.0
164,Strategist,6.0005,FollowerBot,6.0,FiveOClockBot,11.9995
165,VeryRandomBot,6.0005,FollowerBot,8.9736,FiveOClockBot,9.0259
166,FunBot,11.0,JoseZiBot2,8.5,FiveOClockBot,4.5
167,FunBot,11.08,JoseZiBotDef,7.84,FiveOClockBot,5.08
168,FunBot,8.0131,RollAgent,5.0394,FiveOClockBot,10.9475
169,FunBot,6.0005,SpongeBot,10.9992,FiveOClockBot,7.0003
170,FunBot,6.0005,SquidBot,10.9992,FiveOClockBot,7.0003
171,FunBot,9.0,StickBot,9.5,FiveOClockBot,5.5
172,FunBot,6.5002,StickySmartBot,10.9988,FiveOClockBot,6.501
173,FunBot,6.0,Strategist,11.0,FiveOClockBot,7.0
174,FunBot,8.2936,VeryRandomBot,7.4387,FiveOClockBot,8.2677
175,JoseZiBotDef,7.0,JoseZiBot2,9.2,FiveOClockBot,7.8
176,RollAgent,5.6806,JoseZiBot2,8.1206,FiveOClockBot,10.1988
177,SpongeBot,7.0,JoseZiBot2,10.9505,FiveOClockBot,6.0495
178,SquidBot,8.68,JoseZiBot2,6.0005,FiveOClockBot,9.3195
179,JoseZiBot2,9.0092,StickBot,6.5444,FiveOClockBot,8.4464
180,JoseZiBot2,7.7007,StickySmartBot,8.0396,FiveOClockBot,8.2597
181,JoseZiBot2,6.0,Strategist,9.2,FiveOClockBot,8.8
182,JoseZiBot2,8.0704,VeryRandomBot,7.8842,FiveOClockBot,8.0454
183,RollAgent,5.2804,JoseZiBotDef,7.7208,FiveOClockBot,10.9988
184,SpongeBot,6.4827,JoseZiBotDef,11.0351,FiveOClockBot,6.4822
185,SquidBot,8.7194,JoseZiBotDef,6.0005,FiveOClockBot,9.2801
186,JoseZiBotDef,6.0,StickBot,9.2,FiveOClockBot,8.8
187,JoseZiBotDef,7.1803,StickySmartBot,9.0,FiveOClockBot,7.8197
188,JoseZiBotDef,6.0,Strategist,7.56,FiveOClockBot,10.44
189,JoseZiBotDef,8.6297,VeryRandomBot,6.7776,FiveOClockBot,8.5927
190,SpongeBot,7.1556,RollAgent,8.9952,FiveOClockBot,7.8492
191,RollAgent,6.0,SquidBot,7.0004,FiveOClockBot,10.9996
192,RollAgent,6.0,StickBot,11.9994,FiveOClockBot,6.0006
193,RollAgent,7.667,StickySmartBot,8.0003,FiveOClockBot,8.3327
194,RollAgent,6.0,Strategist,7.0004,FiveOClockBot,10.9996
195,RollAgent,8.0205,VeryRandomBot,7.9857,FiveOClockBot,7.9938
196,SpongeBot,6.0,SquidBot,11.9989,FiveOClockBot,6.0011
197,SpongeBot,7.0,StickBot,11.0,FiveOClockBot,6.0
198,SpongeBot,5.9996,StickySmartBot,11.9947,FiveOClockBot,6.0057
199,SpongeBot,6.0,Strategist,11.9999,FiveOClockBot,6.0001
200,SpongeBot,8.0052,VeryRandomBot,8.0383,FiveOClockBot,7.9565
201,SquidBot,8.9994,StickBot,9.0002,FiveOClockBot,6.0004
202,SquidBot,5.9997,StickySmartBot,11.4998,FiveOClockBot,6.5005
203,SquidBot,6.0,Strategist,11.9999,FiveOClockBot,6.0001
204,SquidBot,8.0132,VeryRandomBot,8.0039,FiveOClockBot,7.9829
205,StickBot,8.4999,StickySmartBot,7.0,FiveOClockBot,8.5001
206,StickBot,6.0,Strategist,9.1904,FiveOClockBot,8.8096
207,StickBot,8.8869,VeryRandomBot,6.2006,FiveOClockBot,8.9125
208,Strategist,9.0003,StickySmartBot,6.0,FiveOClockBot,8.9997
209,VeryRandomBot,7.1529,StickySmartBot,8.4278,FiveOClockBot,8.4193
210,Strategist,8.9995,VeryRandomBot,6.0,FiveOClockBot,9.0005
211,BrattyKidBot,8.367,RandomBot,7.3249,ArsenalBot,8.3081
212,ChampBot,8.0428,RandomBot,7.9491,ArsenalBot,8.0081
213,ChampBot2,7.5428,RandomBot,8.8831,ArsenalBot,7.5741
214,CoordinateBot,9.0187,RandomBot,6.0004,ArsenalBot,8.9809
215,DickinsonBaldiniBot,7.4342,RandomBot,9.1119,ArsenalBot,7.4539
216,EABot,8.9877,RandomBot,6.0,ArsenalBot,9.0123
217,EASquared,9.0155,RandomBot,6.0008,ArsenalBot,8.9837
218,EASquaredBeater,8.9811,RandomBot,6.0007,ArsenalBot,9.0182
219,RandomBot,8.4764,FollowerBot,7.7925,ArsenalBot,7.7311
220,FunBot,7.9802,RandomBot,8.0141,ArsenalBot,8.0057
221,JoseZiBot2,8.9991,RandomBot,6.0006,ArsenalBot,9.0003
222,JoseZiBotDef,8.9754,RandomBot,6.001,ArsenalBot,9.0236
223,RollAgent,7.9612,RandomBot,7.9864,ArsenalBot,8.0524
224,SpongeBot,6.2337,RandomBot,11.5368,ArsenalBot,6.2295
225,SquidBot,6.1691,RandomBot,11.6619,ArsenalBot,6.169
226,StickBot,8.9897,RandomBot,5.9996,ArsenalBot,9.0107
227,StickySmartBot,7.35,RandomBot,9.3566,ArsenalBot,7.2934
228,Strategist,9.005,RandomBot,6.0,ArsenalBot,8.995
229,VeryRandomBot,8.041,RandomBot,8.0151,ArsenalBot,7.9439
230,ChampBot,8.1877,BrattyKidBot,8.1968,RandomBot,7.6155
231,BrattyKidBot,8.014,ChampBot2,7.9867,RandomBot,7.9993
232,CoordinateBot,8.9862,BrattyKidBot,9.0118,RandomBot,6.002
233,BrattyKidBot,8.8807,DickinsonBaldiniBot,8.8836,RandomBot,6.2357
234,BrattyKidBot,6.196,EABot,6.1997,RandomBot,11.6043
235,BrattyKidBot,9.0009,EASquared,8.9966,RandomBot,6.0025
236,BrattyKidBot,8.9208,RandomBot,6.1766,EASquaredBeater,8.9026
237,BrattyKidBot,9.0231,RandomBot,6.0007,FollowerBot,8.9762
238,FunBot,9.0132,BrattyKidBot,8.9844,RandomBot,6.0024
239,BrattyKidBot,8.758,JoseZiBot2,8.7972,RandomBot,6.4448
240,BrattyKidBot,8.6611,JoseZiBotDef,8.6569,RandomBot,6.682
241,BrattyKidBot,8.0287,RandomBot,8.0001,RollAgent,7.9712
242,SpongeBot,7.7882,BrattyKidBot,7.735,RandomBot,8.4768
243,BrattyKidBot,8.0587,RandomBot,7.9785,SquidBot,7.9628
244,BrattyKidBot,7.7684,RandomBot,8.4188,StickBot,7.8128
245,BrattyKidBot,8.292,RandomBot,7.3561,StickySmartBot,8.3519
246,BrattyKidBot,6.2409,Strategist,6.2319,RandomBot,11.5272
247,BrattyKidBot,8.0155,RandomBot,8.0216,VeryRandomBot,7.9629
248,ChampBot,8.0054,ChampBot2,7.9856,RandomBot,8.009
249,ChampBot,8.0086,CoordinateBot,7.983,RandomBot,8.0084
250,ChampBot,8.0117,DickinsonBaldiniBot,8.0527,RandomBot,7.9356
251,ChampBot,7.8014,EABot,7.8051,RandomBot,8.3935
252,ChampBot,7.9909,EASquared,8.0163,RandomBot,7.9928
253,ChampBot,8.1942,RandomBot,7.6536,EASquaredBeater,8.1522
254,ChampBot,8.0157,RandomBot,7.9831,FollowerBot,8.0012
255,ChampBot,7.9523,FunBot,7.9423,RandomBot,8.1054
256,ChampBot,8.0237,JoseZiBot2,7.9958,RandomBot,7.9805
257,ChampBot,7.9178,JoseZiBotDef,8.0012,RandomBot,8.081
258,ChampBot,7.9911,RollAgent,8.0113,RandomBot,7.9976
259,ChampBot,8.009,SpongeBot,7.9953,RandomBot,7.9957
260,ChampBot,7.9727,SquidBot,8.0125,RandomBot,8.0148
261,ChampBot,7.8708,RandomBot,8.2703,StickBot,7.8589
262,ChampBot,7.9849,RandomBot,7.9703,StickySmartBot,8.0448
263,ChampBot,7.9948,Strategist,8.0006,RandomBot,8.0046
264,ChampBot,7.9846,RandomBot,8.0669,VeryRandomBot,7.9485
265,CoordinateBot,7.7542,ChampBot2,7.7613,RandomBot,8.4845
266,DickinsonBaldiniBot,7.6,ChampBot2,7.5904,RandomBot,8.8096
267,ChampBot2,7.6261,EABot,7.6249,RandomBot,8.749
268,ChampBot2,7.6465,EASquared,7.7048,RandomBot,8.6487
269,ChampBot2,7.8583,RandomBot,8.2386,EASquaredBeater,7.9031
270,ChampBot2,7.5632,RandomBot,8.8586,FollowerBot,7.5782
271,FunBot,7.6859,ChampBot2,7.6734,RandomBot,8.6407
272,ChampBot2,7.6362,JoseZiBot2,7.6787,RandomBot,8.6851
273,JoseZiBotDef,7.6631,ChampBot2,7.6585,RandomBot,8.6784
274,RollAgent,7.9548,ChampBot2,8.0426,RandomBot,8.0026
275,SpongeBot,7.9854,ChampBot2,8.0131,RandomBot,8.0015
276,SquidBot,7.9844,ChampBot2,8.0093,RandomBot,8.0063
277,ChampBot2,7.6536,RandomBot,8.7097,StickBot,7.6367
278,ChampBot2,7.786,RandomBot,8.3784,StickySmartBot,7.8356
279,ChampBot2,7.6637,Strategist,7.6654,RandomBot,8.6709
280,ChampBot2,7.9758,RandomBot,8.0283,VeryRandomBot,7.9959
281,CoordinateBot,8.7421,DickinsonBaldiniBot,8.7072,RandomBot,6.5507
282,CoordinateBot,8.8532,EABot,8.8736,RandomBot,6.2732
283,CoordinateBot,8.8836,EASquared,8.8634,RandomBot,6.253
284,CoordinateBot,8.88,RandomBot,6.2282,EASquaredBeater,8.8918
285,CoordinateBot,8.9437,RandomBot,6.1148,FollowerBot,8.9415
286,CoordinateBot,8.8214,FunBot,8.8395,RandomBot,6.3391
287,CoordinateBot,8.8707,JoseZiBot2,8.8758,RandomBot,6.2535
288,CoordinateBot,8.8235,JoseZiBotDef,8.9009,RandomBot,6.2756
289,CoordinateBot,8.0531,RollAgent,7.9901,RandomBot,7.9568
290,CoordinateBot,8.5443,SpongeBot,8.4881,RandomBot,6.9676
291,CoordinateBot,8.9896,SquidBot,9.0094,RandomBot,6.001
292,CoordinateBot,8.8489,RandomBot,6.2517,StickBot,8.8994
293,CoordinateBot,8.4474,RandomBot,7.153,StickySmartBot,8.3996
294,CoordinateBot,8.8688,Strategist,8.8713,RandomBot,6.2599
295,CoordinateBot,7.9706,RandomBot,8.0127,VeryRandomBot,8.0167
296,DickinsonBaldiniBot,8.7137,EABot,8.722,RandomBot,6.5643
297,DickinsonBaldiniBot,9.0063,EASquared,8.9932,RandomBot,6.0005
298,DickinsonBaldiniBot,8.352,RandomBot,7.2943,EASquaredBeater,8.3537
299,DickinsonBaldiniBot,9.0127,RandomBot,6.006,FollowerBot,8.9813
300,FunBot,8.2559,DickinsonBaldiniBot,8.2168,RandomBot,7.5273
301,DickinsonBaldiniBot,8.3708,JoseZiBot2,8.3592,RandomBot,7.27
302,JoseZiBotDef,8.2632,DickinsonBaldiniBot,8.2218,RandomBot,7.515
303,RollAgent,7.9934,DickinsonBaldiniBot,8.0223,RandomBot,7.9843
304,SpongeBot,7.4611,DickinsonBaldiniBot,7.4216,RandomBot,9.1173
305,SquidBot,7.4091,DickinsonBaldiniBot,7.4252,RandomBot,9.1657
